horizonal,z
0,0
0.294167038769903,-0.0626319041307113
0.543586306678373,-0.0777932168735731
0.750904235121164,-0.0458342774651896
0.918767255494046,0.0328945748577212
1.04982179919279,0.158043000858441
1.14671429761323,0.32926066130031
1.21209118215109,0.546197216946695
1.2485988842022,0.808502328560792
1.25888383516226,1.11582565690597
1.24559246642714,1.46781686274554
1.21137120939254,1.86412560684283
1.15886649545429,2.30440154996114
1.09072475600816,2.78829435286374
1.00959242244992,3.31545367631398
0.918115926175354,3.88552918107519
0.818941698580234,4.4981705279107
0.714716171060344,5.1530273775837
0.608085775011462,5.84974939085768
0.501696941829385,6.58798622849582
0.398196102909866,7.36738755126149
0.300229689648693,8.18760301991793
0.210359777928285,9.04814787893767
0.130286380987708,9.94697478341152
0.0615511265151079,10.8810282662489
0.00580366795916169,11.8472360583226
-0.0353063412313742,12.8425258905056
-0.0601292476077534,13.8638254936709
-0.0670153977212661,14.9080625986913
-0.0543151381231875,15.9721649364398
-0.0203788153647933,17.0530602377894
0.0364432240026553,18.1476762336129
0.117780046796588,19.2529341942672
0.224025521954945,20.3653677591426
0.35388332713298,21.4809097396318
0.506789908656929,22.5954412629982
0.682406078283485,23.7048434565056
0.88039264776935,24.8049974474176
1.10041042887115,25.8917843629978
1.34212023334557,26.9610853305099
1.60518287294927,28.0087814772175
1.88925915943898,29.0307539303842
2.19400990457136,30.0228838172737
2.51913043290479,30.9813992058922
2.86471728031865,31.9065613503786
3.23003567509203,32.8012335604413
3.6099945451493,33.6683225133814
3.99841266480119,34.5107348865001
4.38910880835838,35.3313773570986
4.77590175013157,36.133156602478
5.15261026443152,36.9189792999395
5.51305312556888,37.6917521267843
5.85104910785438,38.4543817603136
6.16043904799978,39.2097723391188
6.43638752678215,39.9606756792103
6.67611092827961,40.7096074965977
6.87795849912267,41.4590631976131
7.04410493931665,42.2115381885886
7.17768131221051,42.9695278758563
7.28181868115327,43.7355276657483
7.35964810949387,44.5120329645968
7.41430066058137,45.3015391787337
7.44890739776469,46.1065417144913
7.46659938439283,46.9295359782016
7.47031096853319,47.7727541527875
7.46068968310436,48.6353684490398
7.43690769641293,49.5145769021798
7.39823495926109,50.4075446445031
7.34443091007485,51.311436808305
7.27537735918613,52.223418525881
7.19095611692684,53.1406549295263
7.09104899362889,54.0603111515364
6.97553779962423,54.9795523242067
6.84430434524475,55.8955435798326
6.69726317631881,56.8054832390166
6.53629296846161,57.7085609207982
6.36631679845785,58.6070527567933
6.19251962706382,59.5035003850762
6.01995080997085,60.4004454437211
5.85311728261042,61.3004295708024
5.69639037534911,62.2059944043943
5.55414141855344,63.119681582571
5.43074174258998,64.0440327434068
5.33056267782518,64.981589524976
5.25797555462563,65.9348935653528
5.2170324391198,66.9062250241628
5.20807395066846,67.8948243740651
5.22904622684679,68.8979709993536
5.2778554972002,69.9129115995159
5.35202986848468,70.9368928740399
5.44758495629818,71.9671615224132
5.56015825344931,73.0009642441234
5.68538725274653,74.0355477386584
5.81890944699841,75.0681587055058
5.9563623290135,76.0960438441534
6.09341008057483,77.1164765944333
6.22731822193809,78.1283348168439
6.35783434799169,79.1329832239165
6.48491956542019,80.1320004509377
6.60853498090823,81.1269651331941
6.72855877345045,82.1194559059725
6.84453741128112,83.1110514045594
6.95593443494442,84.1033302642416
7.0622133849846,85.0978711203059
7.16283780194591,86.0962526080387
