horizonal,z
0,0
-0.0536069932135955,0.07767560578435
-0.0893308215429712,0.129085541337361
-0.109546302608503,0.158429506520605
-0.116628254030705,0.169907201195286
-0.112951493429956,0.167718325222864
-0.100890838426756,0.156062578464628
-0.0828211066415015,0.13913966078195
-0.0611171156946601,0.121149272036149
-0.0381536832066755,0.106291112088655
-0.0163056267979823,0.0987648808007577
0.00205223591096158,0.102770278033802
0.0145450872997279,0.122507003649162
0.0187981097478952,0.162174757508325
0.0124364856349722,0.22597323947241
-0.0069146026594669,0.318102149402876
-0.0412264736187169,0.443418686732826
-0.087843449324671,0.614423483417283
-0.141338332601949,0.848548418199414
-0.196297169950837,1.16330755726889
-0.247306007871618,1.57621496681548
-0.288950892864578,2.10478471302883
-0.315817871430029,2.7665308620987
-0.322492990068224,3.57896748021471
-0.305941590190255,4.55228987885377
-0.273108048126943,5.66741835064119
-0.235163456226456,6.89795443348939
-0.203740762113543,8.21749966531084
-0.190472913412943,9.59965558401808
-0.206992857749428,11.0180237275235
-0.264933542747755,12.4462056337396
-0.375927916032682,13.8578028405788
-0.551210899610675,15.2279268872132
-0.796507712734395,16.5492430774572
-1.11102776275526,17.8257417245718
-1.4930480488814,19.0616018919757
-1.94084557032092,20.2610026430874
-2.45269732628195,21.4281230413256
-3.02688031597264,22.5671421501087
-3.66167153860107,23.6822390328554
-4.35519710681333,24.7776191356211
-5.09650790102493,25.8590708626816
-5.86053419735171,26.9348362035535
-6.62097714090588,28.0133682088496
-7.35153787679963,29.1031199291826
-8.02591755014527,30.2125444151652
-8.61781730605497,31.35009471741
-9.10093828964095,32.5242238865299
-9.44898164601549,33.7433849731376
-9.64425946183041,35.0137276259086
-9.70352758989598,36.3321878857697
-9.65215282456214,37.6933983917107
-9.51550196017874,39.0919917827212
-9.31894179109575,40.5226006977909
-9.087839111663,41.9798577759095
-8.84756071623048,43.4583956560666
-8.62316284743537,44.9527876663572
-8.42006711324045,46.4540484811827
-8.21080768466824,47.9476768617199
-7.964432787124,49.4186970819868
-7.64999064601296,50.852133416001
-7.23652948674037,52.2330101377805
-6.69309753471148,53.546351521343
-5.98874301533154,54.7771818407063
-5.09620512216448,55.9122752889447
-4.03262264607124,56.9587488681643
-2.84878500891191,57.936843973395
-1.59743509601877,58.8670207395485
-0.331315792724031,59.7697393015368
0.896830015640083,60.6654597942716
2.03425944374132,61.574642352665
3.02822960624747,62.5177471116287
3.83588601698252,63.5115656586069
4.45532007707874,64.5582153911724
4.9000807495589,65.6561451594304
5.18510928812921,66.8038038134859
5.32534694649595,67.9996402034441
5.33573497836543,69.2421031794101
5.23121463744388,70.529641591489
5.02673151023946,71.8605935260645
4.73749115137305,73.2266512462362
4.37909157019755,74.6092059890137
3.96712345510954,75.9887628816351
3.51716699866282,77.3458270513384
3.04480239341112,78.660903625362
2.56560983190827,79.914497730944
2.09516950670799,81.0871144953227
1.6480253825251,82.1619824569329
1.22667527544596,83.1539898093722
0.825493678697674,84.0984503302142
0.437319100760369,85.0310182234318
0.0546384360474456,85.987347692998
-0.330061421027712,87.0030929428859
-0.72429357605175,88.1139081770686
-1.13535479238804,89.3549897929734
-1.55756130000532,90.7340657952841
-1.96510950211066,92.2162881799324
-2.33039927088612,93.7631464904844
-2.6255673055574,95.3361302705058
-2.82268451211115,96.8967290635627
-2.89382179653396,98.4064324132207
-2.81105006481254,99.826729863046
-2.54899295178229,101.122524403833
-2.11194956514662,102.298400350406
-1.52336447897518,103.384542871802
-0.808159359072971,104.411563817964
0.00411212623824297,105.410075038831
0.882738308007505,106.410688384346
1.79700751728382,107.44401570445
2.71620808511626,108.540668849083
3.61032491731524,109.722336515503
4.45212921873679,110.975014790232
5.21508876899832,112.275776607106
5.87449363598144,113.601694899965
6.41292304062426,114.929842602645
6.81477849212905,116.237292648984
7.06446149969816,117.501117972819
7.14659552164866,118.698647757914
7.05912096318541,119.822586183533
6.82061949718928,120.889468671968
6.45144838945957,121.917880644912
5.9710608369828,122.926407524058
5.39529376149463,123.933634731099
4.739080015918,124.958147687729
4.01735245317583,126.018531815638
3.24504400858689,127.132188471823
2.43708857532148,128.302754261157
1.60842066451858,129.524985303276
0.773974797616697,130.793489709729
-0.0503336073037347,132.102875592064
-0.844665545594712,133.447751061829
-1.58820111596631,134.822724230573
-2.26012041712857,136.222403209845
-2.84074196493731,137.64054371484
-3.31493794383146,139.06749187535
-3.66871895539562,140.492741424814
-3.88809560121446,141.905786096669
-3.96078429609455,143.296119624356
-3.88132470773027,144.653235741312
-3.64596231703788,145.966628180976
-3.25116116375592,147.225922979175
-2.70649881695795,148.428684314945
-2.04187881618682,149.5847804893
-1.28895317156338,150.705138222349
-0.479373893208492,151.800684234201
0.35571743142835,152.882345244965
1.18722090558301,153.96104797475
1.98654705516277,155.047719143665
2.72632420926689,156.152551186357
3.39333765910227,157.277200468986
3.9835062198162,158.417816216754
4.49290093195495,159.570455869178
4.91759283606482,160.731176865775
5.25451208098917,161.896036646064
5.50402524875972,163.061092649562
5.66735802970527,164.222402315787
5.74602424365616,165.377586756967
5.74269022844869,166.530521776167
5.66031045142067,167.686646849161
5.50183937990992,168.851401451725
5.27023148125423,170.030225059633
4.96839455516711,171.22855714866
4.59904973086456,172.451837194581
4.16493473560675,173.705405191135
3.67258323676614,174.988632209923
3.13441260888917,176.291637493236
