horizonal,z
0,0
-0.0691224203551429,-0.35781236758109
-0.126786407917499,-0.651763665375569
-0.173858107917426,-0.882041657048291
-0.211203665585107,-1.04883410626434
-0.239689226150942,-1.15232877668842
-0.260180934845209,-1.1927134319856
-0.273544936898155,-1.17017583582074
-0.280647377540079,-1.0849037518588
-0.282354402001291,-0.937084943764688
-0.279532155512114,-0.726907175203223
-0.273046783302714,-0.454558209839576
-0.263764430603494,-0.1202258113384
-0.252551242644767,0.275902256635391
-0.24027336465678,0.733638230416631
-0.227796941869827,1.25279434634061
-0.215988119514163,1.83318284074232
-0.205713042820134,2.47461594995687
-0.197837857018004,3.17690591031942
-0.193228707338087,3.93986495816489
-0.19275173901067,4.76330532982848
-0.197273097266047,5.64703926164518
-0.207658927334462,6.5908789899502
-0.224775374446283,7.59463675107853
-0.249488583831767,8.65812478136527
-0.282664700721194,9.78115531714556
-0.325159499455449,10.9630335981428
-0.377714382027205,12.1971710284709
-0.441364323222862,13.4731765376571
-0.517718600887693,14.7805956806519
-0.608436006795494,16.108974012406
-0.71517533272003,17.44785708787
-0.839595370435075,18.7867904619945
-0.983354911714451,20.1153196897303
-1.14811274833196,21.4229903260278
-1.33552767206135,22.6993479258379
-1.54725847467642,23.933938044111
-1.784963947951,25.1163062357979
-2.05030288365883,26.2359980558493
-2.34490903879473,27.2857717684852
-2.6703160312374,28.2712364750043
-3.02752322070684,29.2012139859748
-3.41161024513464,30.0845261119651
-3.81383756710498,30.9299946635431
-4.22540199627956,31.7464414512773
-4.63750034232009,32.5426882857357
-5.04132941488828,33.3275569774866
-5.42808602364589,34.1098693370981
-5.78896697825459,34.8984471751386
-6.1151690883761,35.702112302176
-6.39788916367217,36.5296865287789
-6.62832401380448,37.3899916655153
-6.79772252360036,38.2897160253888
-6.8975418785495,39.2270139311449
-6.91940253255605,40.1979062079643
-6.86159653444538,41.1984136810281
-6.73275690517132,42.2245571755168
-6.54240621167711,43.2723575166116
-6.30006702090603,44.3378355294931
-6.01526189980135,45.4170120393422
-5.69751341530634,46.5059078713398
-5.35634413436431,47.6005438506668
-5.00127662391848,48.6969408025038
-4.64183345091215,49.7911195520318
-4.28753791076682,50.8791355949967
-3.94795700759653,51.9591246610473
-3.63272549398894,53.0324468423821
-3.35148395035735,54.1007395957198
-3.11333883624052,55.1656403777791
-2.92118745601097,56.2287866452791
-2.77392120748237,57.2918158549383
-2.67036472335898,58.3563654634756
-2.60934263634513,59.4240729276098
-2.58967957914518,60.4965757040598
-2.61020018446342,61.5755112495442
-2.66972908500413,62.6625170207819
-2.76709091347171,63.7592304744917
-2.90107411294522,64.8670549608439
-3.07004642211085,65.9846723413819
-3.27210415746585,67.1090086785348
-3.50533911180428,68.2369607714136
-3.76780260981756,69.3654254191289
-4.05511789003725,70.4912994207914
-4.35914465744732,71.611479575512
-4.6714188722104,72.7228626824013
-4.98347649448907,73.8223455405701
-5.28685348444595,74.906824949129
