frame,y,x,frame,particle
0,633.3462545230043,2503.65245097277,0,0
1,633.2717828667959,2502.992964211873,1,0
2,633.2734013936644,2502.7917768701946,2,0
3,633.2614583696552,2502.390729377599,3,0
4,633.3122310437382,2501.7122003558443,4,0
5,633.1657273272173,2500.8394322714603,5,0
6,633.1783295124277,2499.985016527605,6,0
7,633.1169280261453,2498.9693438626414,7,0
8,633.078543034217,2497.66502294941,8,0
9,632.9326847485873,2495.4924593266915,9,0
10,633.2092507685122,2491.7916036018673,10,0
11,640.6537648018465,2487.3404353598144,11,0
12,647.4028222342276,2481.434094478436,12,0
13,646.8007418291852,2471.5431059102025,13,0
14,646.6632010430275,2458.902405425009,14,0
15,648.4358830898502,2444.9933090009595,15,0
16,648.5583225692208,2430.826716980066,16,0
17,647.7369270304047,2415.049518414641,17,0
18,646.8532262433149,2400.2612862634646,18,0
19,646.9086373984348,2384.6325552006647,19,0
20,646.7253665932097,2369.1581921158268,20,0
21,645.8965654114113,2353.3686421405896,21,0
22,645.7938090576791,2337.104350728207,22,0
23,645.5254600633405,2320.813307860951,23,0
24,645.0390072295106,2304.4866469181034,24,0
25,643.8489230024791,2287.755437823525,25,0
26,642.6684004911053,2270.9163221170093,26,0
27,640.1882320571796,2253.848992626432,27,0
28,638.2554940373817,2236.5679019642243,28,0
29,634.4102373242823,2219.4763530427417,29,0
30,629.1848454181649,2202.6153368255723,30,0
31,610.8938130872068,2188.350855011371,31,0
32,605.6061696578635,2173.368332235285,32,0
33,599.1305857855692,2160.922135718777,33,0
34,580.4724507537798,2150.4999662778546,34,0
35,594.5195111137485,2140.3559929307635,35,0
36,595.0885000012075,2135.835143640028,36,0
37,568.5270640931722,2126.2818359012113,37,0
38,590.8813819155556,2121.4221276887433,38,0
39,565.9258287722321,2108.7121617682124,39,0
40,563.3814406848945,2097.223727933541,40,0
41,560.9311928273146,2084.1822335688557,41,0
42,558.1864871117739,2073.260355948177,42,0
43,589.7683118425106,2061.195897472685,43,0
44,586.8050966530269,2049.6079142107246,44,0
45,584.4465677831554,2037.4863879571444,45,0
46,581.9482956361312,2025.2762641759375,46,0
47,580.4036604704978,2012.625971963968,47,0
48,578.9207702787946,1999.8386793209668,48,0
49,577.884855436006,1986.4784355802624,49,0
50,577.6150856582001,1972.6861682328945,50,0
51,577.62794789749,1959.1653989787142,51,0
52,578.0964645906682,1945.4014517096261,52,0
53,579.6334697301304,1931.2697957495247,53,0
54,581.4535278135313,1916.662457153999,54,0
55,583.5021831455745,1902.6721994399556,55,0
56,586.0259141974848,1889.1146689536786,56,0
57,554.062822996973,1874.6288220717793,57,0
58,557.0517418540215,1861.2342727307196,58,0
59,561.3159603294149,1848.4914592543096,59,0
60,564.9976793444889,1835.7361172629671,60,0
61,568.0286259303753,1823.1118550753026,61,0
62,572.3532599205457,1810.434572252995,62,0
63,577.186315756556,1798.0350971645544,63,0
64,581.5728826425556,1785.0413419595347,64,0
65,594.1772107761664,1773.0154963927457,65,0
66,598.0677786306449,1759.5823586175998,66,0
67,610.1473995549333,1745.6439936097725,67,0
68,614.2539545328233,1731.2226727815828,68,0
69,627.6245842224181,1717.1944063134163,69,0
70,620.0800794519953,1652.8976031774594,70,0
71,622.6357230356886,1639.5731767800094,71,0
72,625.0558329444825,1626.2213436570992,72,0
73,626.8732536186598,1612.103119869711,73,0
74,628.8897269678995,1597.7696962644577,74,0
75,629.885526492605,1582.8266914428996,75,0
76,610.5324127619238,1610.2099161680435,76,0
77,611.2756895703501,1594.4509452537382,77,0
78,611.144690517195,1578.4816721684367,78,0
79,611.0242651686106,1562.3575590091327,79,0
80,610.2324385038551,1546.4502077186414,80,0
81,632.2555044960947,1513.7930660287652,81,0
82,633.7285072972735,1496.5485423323382,82,0
83,614.1891593385059,1490.4467286350068,83,0
84,615.031116733113,1469.9989527959567,84,0
85,612.6772511354303,1455.2416995219041,85,0
86,610.3204248870335,1442.210045723376,86,0
87,607.9773850319491,1429.4433067258165,87,0
88,604.893517304297,1416.9159554195915,88,0
