frame,y,x,frame,particle
0,797.7742650972068,2473.7505983070205,0,0
1,798.1084108678206,2470.99327286096,1,0
2,797.9196817378535,2467.288220843952,2,0
3,797.8424152889456,2461.9374249796424,3,0
4,797.5089066096343,2456.290585437852,4,0
5,796.8007362551274,2450.62573042343,5,0
6,796.5062766990441,2444.1131787267836,6,0
7,795.6898032403,2438.7453645201517,7,0
8,794.8180216699349,2430.9460931415815,8,0
9,792.4560966380798,2423.526767288071,9,0
10,792.9990687126859,2414.8927730935234,10,0
11,792.5975048516773,2405.838042289045,11,0
12,793.5940434258455,2396.300782348212,12,0
13,793.9639624241519,2386.6529172689848,13,0
14,794.6080309879737,2376.822920199724,14,0
15,793.8388242314427,2366.7093472598503,15,0
16,792.496159393595,2356.8585365609997,16,0
17,793.1462758007766,2346.641779206282,17,0
18,793.1180344863054,2336.2301305533465,18,0
19,793.2276381138985,2326.034823704301,19,0
20,793.4573515472287,2315.662580332077,20,0
21,795.0291020530814,2304.980359403059,21,0
22,794.4112710760968,2294.211300670418,22,0
23,794.6577808154346,2283.7139875710304,23,0
24,794.5130565641282,2272.71019804548,24,0
25,794.5711801844801,2261.9520864188426,25,0
26,794.8736126856452,2250.79764026809,26,0
27,795.5135893584196,2239.850468369001,27,0
28,796.3678906090379,2229.292289044372,28,0
29,797.3818227185831,2218.7919559621632,29,0
30,799.1713940540717,2209.43419375163,30,0
31,799.454085889457,2201.6471393631514,31,0
32,800.0113942524183,2194.732123125779,32,0
33,800.1594063427005,2188.2408697360574,33,0
34,801.1620519825457,2182.5526658002123,34,0
35,800.9649077888614,2176.9509076858735,35,0
36,801.2880469083794,2170.9462914795854,36,0
37,801.5032114163903,2164.5285488789827,37,0
38,801.4019020308592,2157.2305423387843,38,0
39,802.5318395150337,2150.401306080154,39,0
40,803.2351569247503,2142.0522280390005,40,0
41,800.4549446795428,2133.8078975237104,41,0
42,798.5605634894447,2125.8502461264916,42,0
43,798.3935922873443,2117.236175242758,43,0
44,799.3320884535038,2108.159758063666,44,0
45,797.4904102035807,2098.9276746392616,45,0
46,797.5538254699927,2089.8170225506146,46,0
47,799.5176509756121,2080.2134548787285,47,0
48,801.3628528601623,2070.8301366533974,48,0
49,801.5978328439728,2061.3421703060085,49,0
50,801.4849007802957,2052.176100225197,50,0
51,801.4846620872954,2042.7150358171132,51,0
52,802.5295623556871,2033.8792323343607,52,0
53,801.1529425378097,2024.5868873520458,53,0
54,801.3133518845428,2015.928510473875,54,0
55,802.1047053255215,2007.4075767757022,55,0
56,801.67411334932,1998.7932111395496,56,0
57,800.5612072448663,1990.317939077333,57,0
58,799.5101693886102,1981.712914373583,58,0
59,800.0903765535802,1973.3669631056734,59,0
60,799.5113310742081,1965.0020754829113,60,0
61,800.5173885032688,1956.1309146004055,61,0
62,800.1474292136818,1947.2721364301296,62,0
63,801.191945216698,1938.935275910002,63,0
64,800.0619222546825,1929.7091514289732,64,0
65,799.9393806773231,1920.9647016022172,65,0
66,800.8871103631299,1911.2973115766038,66,0
67,800.9833059640347,1901.2920211893738,67,0
68,800.5237064145035,1891.559864767714,68,0
69,800.6941668641842,1881.2831008556705,69,0
70,801.4115142193245,1870.661897406898,70,0
71,800.3932147379984,1860.5427462854768,71,0
72,801.5665026141642,1850.08850771904,72,0
73,801.8585129537231,1839.945999020666,73,0
74,801.9985904077065,1829.9401245739393,74,0
75,802.8504565277326,1820.2939424367482,75,0
76,802.9148597954934,1811.1714307251077,76,0
77,802.9023287199838,1801.5941730395336,77,0
78,803.3090610967486,1792.9852998211768,78,0
79,804.8798541262906,1783.8045361859138,79,0
80,804.7791548022235,1774.1391426164505,80,0
81,805.1307287343044,1765.1589484842439,81,0
82,805.5314755902391,1755.9525666746592,82,0
83,804.8957858453049,1746.7454011703423,83,0
84,803.9903383566177,1737.3342669500794,84,0
85,800.503772420313,1728.6894630063207,85,0
86,800.3619051349732,1718.9642519099218,86,0
87,799.2136334173617,1709.673060442146,87,0
88,798.4957125568914,1700.284296423909,88,0
89,798.563863297237,1690.7676175630588,89,0
90,799.3593035536996,1681.5250380435525,90,0
91,801.2772359895888,1672.0794611017068,91,0
92,804.4056511503591,1663.0642384917307,92,0
93,804.3904044796409,1654.277396671512,93,0
94,805.5185643765627,1645.6653504478984,94,0
95,804.4086897617361,1637.4340483107244,95,0
96,804.3933687164377,1629.7538552290425,96,0
97,804.1972405143841,1621.4898067801132,97,0
100,804.1824190871307,1592.1133523534934,100,0
101,803.3530985424665,1582.978935825987,101,0
102,804.0066095868397,1572.9365524988937,102,0
103,804.4040828866093,1563.893819285804,103,0
104,802.5583368215283,1554.4769912719578,104,0
105,802.5831003159541,1545.726749194266,105,0
106,803.4655245689099,1536.8542682221207,106,0
107,804.88649798303,1529.2897633080956,107,0
108,805.5478229908055,1521.0214545792644,108,0
109,805.5693962023308,1513.1947571595044,109,0
112,807.4532235531024,1489.6337569742122,112,0
113,808.7010514250759,1481.447103426713,113,0
114,807.3895326495315,1473.2891311862015,114,0
115,807.088839026125,1464.6091086352221,115,0
116,805.3229359573772,1456.3343070223975,116,0
117,804.4498978130023,1448.0831582608048,117,0
118,803.4913934313302,1439.7217076013155,118,0
119,802.3372683648337,1431.151322855591,119,0
120,802.4647903711736,1422.2518562604955,120,0
121,806.6128447953616,1413.1093159921027,121,0
122,808.1862220191266,1404.292589667429,122,0
123,810.0827550839377,1396.3176495938744,123,0
124,809.8393493863905,1388.2644885109553,124,0
125,808.055003007024,1380.258661296965,125,0
126,806.9163670825855,1372.3363901254427,126,0
127,805.2654916390524,1363.9879912789474,127,0
129,800.9003451929341,1336.3789426552796,129,0
130,800.8277579895802,1329.4585113373432,130,0
131,800.9984783000752,1320.7192844660092,131,0
132,800.4697098577652,1312.8049743166328,132,0
133,801.4171368700256,1311.4371990038862,133,0
134,800.7957832317935,1298.3717128861215,134,0
135,799.4004211312916,1288.5180502571118,135,0
136,799.2002817848344,1280.2765475187316,136,0
137,799.2751480903764,1271.6223319884618,137,0
138,799.5498496679901,1261.9268831711395,138,0
139,799.0083859549173,1253.966636029373,139,0
140,799.2343547630488,1245.5379730341153,140,0
141,800.1125047735809,1237.3750669952137,141,0
142,800.2778432325564,1229.219275532237,142,0
143,801.7989590203689,1220.2475540936948,143,0
144,802.9267370443048,1211.8440273027488,144,0
145,803.4048509253981,1202.9475792437079,145,0
146,804.0973306361677,1193.726805101077,146,0
147,804.6389750809827,1185.2943907462507,147,0
148,805.736671337099,1176.2360446281807,148,0
149,805.6366807451717,1166.9135337454093,149,0
150,805.6461557301502,1157.3223834921494,150,0
151,805.7927378482635,1148.9071252834317,151,0
152,804.538879813658,1139.5993450216026,152,0
153,805.4484739209196,1130.3315327094267,153,0
154,806.4934831374482,1120.7335794670814,154,0
155,803.3615288063852,1111.9188713028634,155,0
156,804.2226315414082,1102.8352327573177,156,0
157,805.5190828302301,1093.3128539478728,157,0
167,803.212567748606,1004.365899706847,167,0
168,803.4815811695086,995.0644352250991,168,0
170,801.4432022514983,976.0958302653221,170,0
171,802.4146566441082,967.1410609224444,171,0
172,805.3237970363416,958.093008598004,172,0
173,803.5583920402893,948.3534398943333,173,0
174,804.3931528375173,939.4549890038048,174,0
175,804.1167339520163,930.721343931664,175,0
176,807.5678372620558,921.848734484651,176,0
177,808.3516224881439,913.2639142723542,177,0
178,810.101996226401,905.3529379862831,178,0
179,810.4735477465407,896.7627589040691,179,0
180,811.6628708843871,889.0349733917124,180,0
181,812.4565552132937,881.092281166878,181,0
182,811.6699175047567,873.2388984997523,182,0
183,812.2027580460814,863.788146063215,183,0
