frame,y,x,mass,size,ecc,signal,raw_mass,ep,frame,particle
0,641.5467256774022,2436.8454841064695,1351220.0709592744,13.560368438433336,0.12563755747676641,3126.875591352586,2188905.0,,0,0
1,648.3136838397031,2430.8051851879623,640286.5185679581,17.752703211086196,0.11931810952177317,3210.7232849913025,913577.0,,1,0
2,648.6450319201742,2431.022078034436,652737.7330878752,17.69120832045014,0.10610889903479728,3272.185192330041,960514.0,,2,0
3,648.7429897901455,2429.7972450285965,638269.8642304664,17.69652403084335,0.10884161288421568,3244.3605940246525,919462.0,,3,0
4,648.8004261582595,2428.9202535012664,629174.469830797,17.763393555257117,0.11895613757373491,3193.936623781893,914840.0,,4,0
5,648.9619615709493,2427.842852263434,621870.310658025,17.600763102728063,0.12893509273892,3183.900542790238,889275.0,,5,0
6,649.1342274348631,2427.168042323476,630732.4473630692,17.722440327437933,0.13375385511838087,3196.3785729507476,914025.0,,6,0
7,648.9106440208177,2425.9502703381336,627077.070191901,17.64217367518981,0.14017557870623218,3220.617076347118,903544.0,,7,0
8,648.8011172272966,2425.4621653135446,619333.930117555,18.02383892668307,0.13560574293383879,3198.792069723776,898431.0,,8,0
9,648.5413742763251,2424.4524452633,626735.353768771,17.952383256440076,0.09757105216006473,3233.1075925011746,905199.0,,9,0
10,648.5405651480692,2423.4897540579923,622194.0308431664,18.064383902469316,0.08093531214063743,3238.9814627857904,909051.0,,10,0
11,648.368014566289,2422.6771909479107,624683.3723508917,17.993432458116818,0.07539453040109019,3245.123218710396,925717.0,,11,0
12,648.184229258407,2421.4164654223173,612980.3596456993,18.112425932589804,0.0741069357883808,3178.6321758682207,906475.0,,12,0
13,647.8375477864067,2419.9569027566276,606964.63985802,18.063823381315988,0.11055971937410858,3142.760861919217,902453.0,,13,0
14,647.7117153146517,2418.624865294153,597732.3616172126,18.109991959057837,0.11493692049114254,3172.553740897305,881155.0,,14,0
15,647.5333179999678,2417.679326920752,611947.0082210589,18.157703421288065,0.10163877381878415,3179.5681543731444,915057.0,,15,0
16,647.3052015415784,2416.0570437515426,605170.7765862327,18.291986783815055,0.1057900087540001,3186.436472525752,906024.0,,16,0
