frame,y,x,frame,particle
0,629.6490297308985,2513.9322684313656,0,0
1,629.9779714881188,2513.351913819259,1,0
2,629.9224583270877,2512.4080177956894,2,0
3,629.8859791265372,2511.472007931437,3,0
4,629.5601450175442,2509.565369684677,4,0
5,630.3291900674831,2506.333154028028,5,0
6,633.6187113031066,2500.989404319547,6,0
7,638.8170038826945,2493.908646263722,7,0
8,625.1109207859537,2484.0968738775246,8,0
9,622.5254088311083,2471.1844003774195,9,0
10,614.4435039487009,2458.126294716894,10,0
11,614.3844103205682,2444.4126333611143,11,0
12,623.1456847457584,2428.212116800699,12,0
13,623.8553125555368,2413.013561579307,13,0
14,623.8828566348494,2397.7636715364274,14,0
15,624.3846765779714,2382.0498507353755,15,0
16,624.5306592874916,2366.0797652783813,16,0
17,622.6475043282281,2350.161358634943,17,0
18,624.0840586743525,2333.9056838327238,18,0
19,624.2664304966529,2317.6437335886735,19,0
20,623.9781043750461,2300.8603345917395,20,0
21,623.7443949065043,2284.11370875035,21,0
22,624.2056478111888,2267.2253538739133,22,0
23,631.9516144008239,2250.34175893743,23,0
24,632.5118814429696,2233.643583728712,24,0
25,634.1843071056475,2217.6625388917,25,0
26,633.4154011708723,2202.2103070697517,26,0
27,628.2376641421974,2188.3173929354653,27,0
28,630.4602355010843,2176.8849475599886,28,0
29,630.530996096934,2168.051716500174,29,0
30,632.2774693205037,2160.9628768193666,30,0
31,632.9573783018856,2153.121943885158,31,0
32,632.8397793511472,2144.903734784239,32,0
33,622.5282726640166,2134.5927737341394,33,0
34,632.5566066096372,2123.41576134104,34,0
35,634.4173140139727,2111.633087750166,35,0
36,635.9159142307752,2100.144043257153,36,0
37,637.770497075517,2088.2746157271263,37,0
38,639.4022532741072,2076.3120719986664,38,0
39,648.0142188137651,2064.1827109717574,39,0
40,640.3863738702519,2052.124561691455,40,0
41,640.0761438071089,2038.9243182599896,41,0
42,639.908440400731,2025.7029746641751,42,0
43,639.9328010792993,2011.9911839365318,43,0
44,639.6663979197482,1998.1684630430707,44,0
45,639.3549256432589,1984.0962947921626,45,0
46,638.2853286661793,1970.293692911602,46,0
47,638.7335547555085,1955.9771474731867,47,0
48,637.6465640433122,1942.2124827406258,48,0
1,638.4329111054504,2386.0417644475,1,1
2,638.3398235792494,2385.2935427349853,2,1
3,638.3188413687309,2384.5035491164667,3,1
4,638.21465054628,2383.3671282465316,4,1
5,638.0067053214433,2381.854321181375,5,1
6,637.0451415233924,2380.012265011794,6,1
7,635.2608880227898,2372.7921167669565,7,1
8,635.809411003959,2363.233138866779,8,1
9,635.2994848856645,2351.744076729296,9,1
10,634.3175182193562,2339.833070172751,10,1
11,634.9649028065803,2325.950737269972,11,1
12,635.1759096735144,2312.151773358968,12,1
13,634.9299219656301,2298.378935349163,13,1
14,634.859812728722,2284.5213500754844,14,1
15,635.0667877611623,2269.682038913417,15,1
16,635.1597998084948,2255.7026992660435,16,1
17,634.4578744332119,2241.6204029471064,17,1
18,634.6035869345151,2226.6824187906327,18,1
19,634.8212895423998,2211.7887767254974,19,1
20,634.8313695307648,2197.2995874163253,20,1
21,635.0175674180365,2183.4659925160477,21,1
22,635.4075415569969,2169.4480461161247,22,1
23,635.230341156209,2155.5451634255837,23,1
24,635.1442554002405,2141.4773506937977,24,1
25,635.8340269671753,2127.291761642921,25,1
26,635.9346363643052,2112.987826827376,26,1
27,637.2846728978745,2100.1590967642173,27,1
28,651.330791254208,2093.011497683565,28,1
29,652.069606191163,2086.302211662956,29,1
31,640.6770054801203,2073.7875997453502,31,1
32,639.5393810532817,2066.049247742803,32,1
33,639.4224880692738,2057.4166136172234,33,1
34,640.4280572361724,2047.8722287290702,34,1
35,641.2468768052319,2037.5927136436837,35,1
36,641.8180217569868,2027.092566703158,36,1
37,642.0270540114657,2016.8841962156437,37,1
38,642.4525736894809,2006.8604114866796,38,1
