frame,y,x,frame,particle
0,657.1331573752577,2431.8651867388126,0,0
1,657.4559940879648,2430.4852599326214,1,0
2,626.3594318340473,2429.39036241522,2,0
3,626.2872311732424,2427.629573685209,3,0
4,626.1550166231647,2425.554421586102,4,0
5,626.022093804848,2423.618138313008,5,0
6,626.0743264308777,2421.022947725931,6,0
7,625.9803912613373,2418.317833329959,7,0
8,625.8845782071082,2415.3324252284174,8,0
9,625.8449779152922,2412.1496483444475,9,0
10,625.6382995591682,2408.3232666526055,10,0
11,625.302079072888,2404.2396443386347,11,0
12,624.8585450933382,2399.565286431969,12,0
13,624.8908713751174,2394.425986289822,13,0
14,624.4620264289607,2388.780356923976,14,0
15,622.9165622515172,2382.516107536187,15,0
16,655.7804583987604,2373.856510210965,16,0
17,622.8050041465402,2364.777338822775,17,0
18,622.7676929098319,2354.1051958705953,18,0
19,655.7449425915801,2342.6039308650843,19,0
20,656.3376359038382,2331.358250392138,20,0
21,656.2697408273394,2319.979767496596,21,0
22,656.5349006439667,2307.2061266806595,22,0
23,656.0037891460776,2295.2134881815005,23,0
24,655.5619982852413,2283.143307250749,24,0
25,655.3404872864355,2270.4126275801195,25,0
26,655.5659778127489,2257.560287109834,26,0
27,655.7578741835705,2244.9695966666586,27,0
28,653.3454653624976,2236.3342350568573,28,0
29,655.5029741398383,2218.3402048641183,29,0
30,654.7828162561761,2204.783774636014,30,0
31,653.9850676570685,2191.095987455233,31,0
32,652.9788611966333,2177.2997291196834,32,0
33,652.4313576356327,2163.7348952691814,33,0
34,652.0083266025067,2149.6108721704218,34,0
35,651.3005520030429,2135.707329482099,35,0
36,650.6097116302022,2121.116153468241,36,0
37,649.4298409061521,2107.3081527677377,37,0
38,648.6915825593685,2093.1378029861175,38,0
39,647.9032183833925,2078.90096405306,39,0
40,615.4602085511681,2066.256694135682,40,0
41,613.329033784026,2051.823379067142,41,0
42,611.2976122994124,2038.169422406139,42,0
43,608.9686354499954,2024.4883049512082,43,0
44,606.2412405819816,2011.1929929401301,44,0
45,603.0492496594409,1997.8486774131986,45,0
46,599.3160296606281,1985.384617954969,46,0
