frame,y,x,frame,particle
0,613.6693702365018,2509.1721337965446,0,0
1,613.6369518603972,2508.7415844218135,1,0
2,645.2660563835698,2504.2165141971486,2,0
3,613.3876588814186,2506.671093620099,3,0
4,646.07715001748,2501.203420594783,4,0
5,647.8447486468481,2499.1527089356628,5,0
6,649.0132909069112,2490.7930228764026,6,0
7,648.335163446114,2479.493049690415,7,0
8,649.0841530210515,2467.1512519442203,8,0
9,649.6618608032877,2453.890564918454,9,0
10,648.9997965377725,2439.078194117041,10,0
11,648.1528088042944,2423.3218478809763,11,0
12,648.0044630740355,2408.861932367704,12,0
13,647.5927409494258,2393.1687531936163,13,0
14,646.9767681041171,2377.517602352013,14,0
15,646.7436220382766,2362.04518814376,15,0
16,646.4792172141514,2346.2807878054664,16,0
17,645.7032712833321,2330.0791041018597,17,0
18,644.7754215446937,2313.9449589390433,18,0
19,643.7011319711814,2297.327179680249,19,0
20,642.0177343133176,2280.594481341,20,0
21,639.5999470209254,2263.9680045249693,21,0
22,636.1964169614596,2247.144306570012,22,0
23,631.5348364917517,2230.5526679414425,23,0
24,625.1970522086324,2215.135033199833,24,0
25,617.4646934007285,2202.348401651435,25,0
26,609.2604095757612,2192.4951437095806,26,0
27,601.6506118103749,2184.9709631654127,27,0
28,595.6335636692564,2178.2208179654813,28,0
29,554.0932143263594,2170.9502053862457,29,0
30,552.3329468465503,2163.0623340947604,30,0
31,549.3959402861828,2154.038510563103,31,0
32,546.8647737344826,2144.0755911953015,32,0
33,543.6005035604403,2133.275495934038,33,0
34,575.2608211426788,2120.0356182371747,34,0
35,571.621373477601,2108.5005136361474,35,0
36,567.9199030192079,2097.1099607005794,36,0
37,564.4970583442877,2085.4466776271224,37,0
38,561.3063514522119,2073.4137299613994,38,0
39,558.5810832164449,2061.266968082206,39,0
40,556.5415463800823,2048.4307045706896,40,0
41,555.1744671157326,2035.4183646716942,41,0
42,517.4413714769007,2021.2395051255044,42,0
43,517.9375065484951,2006.842834404104,43,0
44,519.2169518477964,1992.181298387564,44,0
45,521.4354015272374,1977.4594319809094,45,0
46,524.419324778354,1963.0234954366802,46,0
47,528.2455008338079,1948.3470304432956,47,0
48,532.6820130439904,1934.2253856777293,48,0
49,537.4974801881882,1920.4504153989544,49,0
50,542.902931849725,1907.3411713888563,50,0
51,548.3749735514454,1894.071756806345,51,0
52,553.8274756727529,1881.1531808078682,52,0
53,559.2664484329275,1868.1986090861324,53,0
54,564.7123135736712,1854.932231169702,54,0
55,569.8712981626034,1841.5339459674494,55,0
56,575.0645308506372,1828.2792356372393,56,0
57,579.9412067718204,1814.9620369750785,57,0
58,584.5704347170603,1800.9795792718676,58,0
59,588.9384033000888,1786.9837737547816,59,0
60,593.0737692881496,1772.9079853232363,60,0
61,597.1594415803428,1758.2751511159609,61,0
62,600.9446449073315,1743.7817262607364,62,0
63,604.1490359496618,1728.9311449424122,63,0
64,606.7613147291647,1713.7793511525588,64,0
65,608.8268984860656,1698.4309717960127,65,0
66,610.2013664419446,1683.1019604559067,66,0
67,610.8351105204248,1667.4231657069056,67,0
68,610.7321469340264,1652.0136537953108,68,0
69,609.4259655308988,1636.3825604203525,69,0
70,607.7385449132009,1620.9639693883373,70,0
71,605.2514297556681,1605.5100426875647,71,0
72,601.9170730774257,1590.4036905363675,72,0
73,598.1564867071859,1575.8476539830062,73,0
74,593.7131106072171,1561.0384829105792,74,0
75,588.6593396275624,1546.200148415994,75,0
76,583.40860066298,1532.1149440623449,76,0
77,577.8829860247024,1518.0408758901012,77,0
78,572.2224976608529,1503.8590622761362,78,0
79,566.988417024599,1489.1482969183987,79,0
80,561.9936986724388,1474.4251465525335,80,0
81,557.3236636187092,1459.4681457448153,81,0
82,553.2034241222465,1444.031025314324,82,0
83,549.8819306380595,1428.0358005501396,83,0
84,547.206102761883,1411.9565152215353,84,0
85,545.5397803138436,1395.0417890343758,85,0
86,544.8992061782067,1378.4628054682953,86,0
87,545.7405148214542,1361.886383018614,87,0
88,547.7963580344339,1345.4828573146697,88,0
89,551.3338645497911,1330.0801291219548,89,0
90,556.4848915213627,1315.445557933914,90,0
91,562.5671393709149,1302.3989367206036,91,0
92,569.2841510995876,1291.1689627259748,92,0
93,576.0712062224763,1279.357703333007,93,0
94,582.675020440361,1268.033759402334,94,0
95,589.4629578673807,1256.5308497415206,95,0
96,596.0806431366616,1245.4760620779339,96,0
97,601.9318521324409,1233.454318126746,97,0
98,607.7150032320071,1220.9472162100203,98,0
99,612.5417464259789,1207.5768611127125,99,0
100,617.0958056702901,1194.2974878894975,100,0
101,620.7900470814578,1180.5321983654908,101,0
102,623.471446779631,1166.234172382019,102,0
103,624.8612868986071,1151.9867138018692,103,0
104,625.2401242134474,1136.9655415573825,104,0
105,624.4118843515585,1122.8704037918224,105,0
106,622.0873302938612,1108.9680894329147,106,0
107,618.5265008468651,1094.9311833873292,107,0
108,613.5688927897852,1081.8611269062583,108,0
109,607.9366102635669,1069.4056187921092,109,0
110,601.7156056140105,1058.2181322649792,110,0
111,595.4326941229563,1047.4221264355144,111,0
112,589.1811638830752,1037.0791742151262,112,0
113,583.2644687342165,1026.0433195703035,113,0
114,577.3831715317584,1014.403623260435,114,0
115,571.824291036515,1001.8898224015611,115,0
116,566.5893768263388,988.2352399989919,116,0
117,562.1085739504969,974.1469045080863,117,0
118,557.9827114121777,959.1872646262644,118,0
119,554.718976642805,944.2122535675435,119,0
120,552.1642609479724,928.5253206555642,120,0
